,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
318,Ca2 Mn4 Cr4 C24 N24,Ca2 Mn4 Cr4 C24 N24,0.3435951124098846,Ca,Mn,Cr,2.0
319,,,,,,,
320,,,,,,,
321,,,,,,,
322,,,,,,,
323,Sr2 V4 Co4 C24 N24,Sr2 V4 Co4 C24 N24,0.2479524140190801,Sr,V,Co,2.0
324,Li2 Cr4 Fe4 C24 N24,Li2 Cr4 Fe4 C24 N24,0.3149908829168933,Li,Fe,Cr,2.0
325,Ca2 Co4 Os4 C24 N24,Ca2 Co4 Os4 C24 N24,0.21098478017678168,Ca,Co,Os,2.0
326,,,,,,,
327,Sr2 Cr8 C24 N24,Sr2 Cr8 C24 N24,0.2818773040190816,Sr,Cr,Cr,2.0
328,,,,,,,
329,,,,,,,
330,Li2 Fe4 Os4 C24 N24,Li2 Fe4 Os4 C24 N24,0.1774698601665481,Li,Fe,Os,2.0
331,,,,,,,
332,,,,,,,
333,Na2 Co4 Os4 C24 N24,Na2 Co4 Os4 C24 N24,0.15340850942551576,Na,Co,Os,2.0
334,Ca2 Fe4 Co4 C24 N24,Ca2 Fe4 Co4 C24 N24,0.27464642137540274,Ca,Co,Fe,2.0
335,Li2 Mn4 V4 C24 N24,Li2 Mn4 V4 C24 N24,0.3830708087789621,Li,Mn,V,2.0
336,Na2 Mn4 Fe4 C24 N24,Na2 Mn4 Fe4 C24 N24,0.2568082787563206,Na,Fe,Mn,2.0
337,,,,,,,
338,,,,,,,
339,,,,,,,
340,,,,,,,
341,,,,,,,
342,K2 Co8 C24 N24,K2 Co8 C24 N24,0.1983724970609213,K,Co,Co,2.0
343,,,,,,,
344,,,,,,,
345,,,,,,,
346,,,,,,,
347,,,,,,,
348,Na2 V4 Zn4 C24 N24,Na2 V4 Zn4 C24 N24,0.5042339550411485,Na,Zn,V,2.0
349,,,,,,,
350,,,,,,,
351,K2 Cr8 C24 N24,K2 Cr8 C24 N24,0.21711724964712786,K,Cr,Cr,2.0
352,,,,,,,
353,,,,,,,
354,Ca2 V4 Fe4 C24 N24,Ca2 V4 Fe4 C24 N24,0.4488439739616101,Ca,Fe,V,2.0
355,,,,,,,
356,Sr2 Zn4 Cr4 C24 N24,Sr2 Zn4 Cr4 C24 N24,0.3767827216832167,Sr,Zn,Cr,2.0
357,Ca2 V4 Os4 C24 N24,Ca2 V4 Os4 C24 N24,0.0,Ca,V,Os,2.0
358,,,,,,,
359,,,,,,,
360,,,,,,,
361,,,,,,,
362,,,,,,,
363,Mg2 Zn4 Co4 C24 N24,Mg2 Zn4 Co4 C24 N24,0.39172808685563254,Mg,Zn,Co,2.0
364,,Na2 Zn4 Cr4 C24 N24,0.40217726659287223,Na,Zn,Cr,2.0
365,,Li2 V4 Co4 C24 N24,0.4378058851582729,Li,Co,V,2.0
366,,Mg2 V4 Zn4 C24 N24,0.6291576399590806,Mg,Zn,V,2.0
367,,,,,,,
368,,K2 V4 Os4 C24 N24,0.0975465094829886,K,V,Os,2.0
369,,,,,,,
370,,,,,,,
371,,,,,,,
372,,,,,,,
373,,,,,,,
374,,Na2 Cr4 Os4 C24 N24,0.07768963910942439,Na,Cr,Os,2.0
375,,,,,,,
376,,,,,,,
377,,Mg2 Co8 C24 N24,0.3499028864328739,Mg,Co,Co,2.0
378,,,,,,,
379,,,,,,,
380,,,,,,,
381,,Na2 Cr8 C24 N24,0.24409039237701258,Na,Cr,Cr,2.0
382,,,,,,,
383,,Ca2 Mn4 V4 C24 N24,0.31081144154781626,Ca,V,Mn,2.0
384,,Li2 V4 Fe4 C24 N24,0.4115798494686196,Li,Fe,V,2.0
385,,,,,,,
386,,,,,,,
387,,,,,,,
388,,,,,,,
389,,Li2 Cr4 Fe4 C24 N24,0.17937248205482348,Li,Cr,Fe,2.0
390,,,,,,,
391,,,,,,,
392,,,,,,,
393,,Mg2 Cr8 C24 N24,0.3685631179845963,Mg,Cr,Cr,2.0
394,,K2 Fe4 Co4 C24 N24,0.2167374868885048,K,Co,Fe,2.0
395,,Na2 V4 Cr4 C24 N24,0.28768619030804565,Na,V,Cr,2.0
396,,,,,,,
397,,,,,,,
398,,,,,,,
399,,,,,,,
400,,,,,,,
401,,,,,,,
402,,K2 Zn4 Os4 C24 N24,0.26595017266437004,K,Zn,Os,2.0
403,,,,,,,
404,,,,,,,
405,,Li2 V8 C24 N24,0.42297585636517354,Li,V,V,2.0
406,,,,,,,
407,,,,,,,
408,,,,,,,
409,,Sr2 Mn8 C24 N24,0.2403692317777022,Sr,Mn,Mn,2.0
410,,,,,,,
411,,,,,,,
412,,Ca2 Fe4 Os4 C24 N24,0.20537397259057322,Ca,Fe,Os,2.0
413,,,,,,,
414,,,,,,,
415,,Na2 Cr4 Fe4 C24 N24,0.2895445073770109,Na,Fe,Cr,2.0
416,,Ca2 Cr4 Fe4 C24 N24,0.34291720206505616,Ca,Fe,Cr,2.0
417,,Mg2 Cr4 Fe4 C24 N24,0.41185946970873566,Mg,Fe,Cr,2.0
418,,,,,,,
419,,,,,,,
420,,,,,,,
421,,,,,,,
422,,,,,,,
423,,Na2 Fe4 Co4 C24 N24,0.20143176117011485,Na,Fe,Co,2.0
424,,,,,,,
425,,,,,,,
426,,,,,,,
427,,,,,,,
428,,Na2 Mn4 Os4 C24 N24,0.10761376548873614,Na,Mn,Os,2.0
429,,,,,,,
430,,,,,,,
431,,,,,,,
432,,,,,,,
433,,,,,,,
434,,,,,,,
435,,K2 Mn4 Co4 C24 N24,0.28299416723333515,K,Co,Mn,2.0
436,,,,,,,
437,,,,,,,
438,,,,,,,
439,,K2 Cr4 Co4 C24 N24,0.303536486888504,K,Co,Cr,2.0
440,,,,,,,
441,,,,,,,
442,,,,,,,
443,,Li2 Fe4 Co4 C24 N24,0.26431396670999696,Li,Co,Fe,2.0
444,,,,,,,
445,,,,,,,
446,,,,,,,
447,,Na2 Co8 C24 N24,0.22157193582528834,Na,Co,Co,2.0
448,,,,,,,
449,,,,,,,
450,,,,,,,
451,,,,,,,
452,,,,,,,
453,,,,,,,
454,,,,,,,
455,,Li2 V4 Os4 C24 N24,0.14806416809758183,Li,V,Os,2.0
456,,,,,,,
457,,Ca2 V4 Co4 C24 N24,0.2947492643064358,Ca,V,Co,2.0
458,,,,,,,
459,,,,,,,
460,,,,,,,
461,,,,,,,
462,,,,,,,
463,,,,,,,
464,,,,,,,
465,,Li6 Mn4 V4 C24 N24,0.4466419898983869,Li,Mn,V,6.0
466,,K2 Mn4 Co4 C24 N24,0.18823296964712632,K,Mn,Co,2.0
467,,,,,,,
468,,Ca2 V8 C24 N24,0.46617926103057883,Ca,V,V,2.0
469,,Na6 Fe4 Co4 C24 N24,0.2545867887903217,Na,Fe,Co,6.0
470,,,,,,,
471,,,,,,,
472,,Li6 Fe4 Os4 C24 N24,0.2162025829706451,Li,Fe,Os,6.0
473,,Na6 V4 Cr4 C24 N24,0.29606184270833324,Na,V,Cr,6.0
474,,K6 Fe8 C24 N24,0.13498450475134405,K,Fe,Fe,6.0
475,,Na6 Cr8 C24 N24,0.27818032819220484,Na,Cr,Cr,6.0
476,,Li6 Mn4 V4 C24 N24,0.3192943132854822,Li,V,Mn,6.0
477,,Na2 Mn4 Co4 C24 N24,0.21165967548045828,Na,Mn,Co,2.0
478,,Sr6 V4 Os4 C24 N24,0.38509561525742164,Sr,V,Os,6.0
479,,Ca6 Fe4 Os4 C24 N24,0.4434995065477416,Ca,Fe,Os,6.0
480,,Na6 Mn4 Zn4 C24 N24,0.30577656304435497,Na,Zn,Mn,6.0
481,,Na6 Mn4 Co4 C24 N24,0.25556358464381557,Na,Mn,Co,6.0
482,,Sr2 Zn4 Fe4 C24 N24,0.3289782727177011,Sr,Zn,Fe,2.0
483,,Mg2 Zn4 Fe4 C24 N24,0.4682942094418392,Mg,Zn,Fe,2.0
484,,K6 V4 Os4 C24 N24,0.08249846540709704,K,V,Os,6.0
485,,K6 Mn8 C24 N24,0.15424969733199134,K,Mn,Mn,6.0
486,,Ca2 Zn4 Co4 C24 N24,0.30366051817747053,Ca,Zn,Co,2.0
487,,K6 V4 Fe4 C24 N24,0.13979427878360262,K,V,Fe,6.0
488,,Ca6 V8 C24 N24,0.6822596063787074,Ca,V,V,6.0
489,,Sr6 Cr8 C24 N24,0.4066478262174176,Sr,Cr,Cr,6.0
490,,,,,,,
491,,Na6 Mn4 Fe4 C24 N24,0.20078861141801063,Na,Mn,Fe,6.0
492,,,,,,,
493,,Ca6 V4 Fe4 C24 N24,0.5371056471851627,Ca,V,Fe,6.0
494,,,,,,,
495,,Sr6 Fe4 Co4 C24 N24,0.39723378024967904,Sr,Co,Fe,6.0
496,,Li6 Cr4 Os4 C24 N24,0.19319168506741669,Li,Cr,Os,6.0
497,,Li6 Mn8 C24 N24,0.3043784740919371,Li,Mn,Mn,6.0
498,,Li6 Cr4 Fe4 C24 N24,0.3697167800596759,Li,Fe,Cr,6.0
499,,Mg6 Cr4 Os4 C24 N24,0.45134419203161436,Mg,Cr,Os,6.0
500,,,,,,,
501,,,,,,,
502,,,,,,,
503,,,,,,,
504,,,,,,,
505,,,,,,,
506,,,,,,,
507,,,,,,,
508,,,,,,,
509,,,,,,,
510,,,,,,,
511,,,,,,,
512,,,,,,,
513,,,,,,,
514,,,,,,,
515,,,,,,,
516,,,,,,,
517,,,,,,,
518,,,,,,,
519,,,,,,,
520,,,,,,,
521,,,,,,,
522,,,,,,,
523,,,,,,,
524,,,,,,,
525,,,,,,,
526,,,,,,,
527,,,,,,,
528,,,,,,,
529,,,,,,,
530,,,,,,,
531,,,,,,,
532,,,,,,,
533,,,,,,,
534,,,,,,,
535,,,,,,,
536,,,,,,,
537,,,,,,,
538,,,,,,,
539,,,,,,,
540,,,,,,,
541,,,,,,,
542,,,,,,,
543,,,,,,,
544,,,,,,,
545,,,,,,,
546,,,,,,,
547,,,,,,,
548,,,,,,,
549,,,,,,,
550,,,,,,,
551,,,,,,,
552,,,,,,,
553,,,,,,,
554,,,,,,,
555,,,,,,,
556,,,,,,,
557,,,,,,,
558,,,,,,,
559,,,,,,,
560,,,,,,,
561,,,,,,,
562,,,,,,,
563,,,,,,,
564,,,,,,,
565,,,,,,,
566,,,,,,,
567,,,,,,,
568,,,,,,,
569,,,,,,,
570,,,,,,,
571,,,,,,,
572,,,,,,,
573,,,,,,,
574,,,,,,,
575,,,,,,,
576,,,,,,,
577,,,,,,,
578,,,,,,,
579,,,,,,,
580,,,,,,,
581,,,,,,,
582,,,,,,,
583,,,,,,,
584,,,,,,,
585,,,,,,,
586,,,,,,,
587,,,,,,,
588,,,,,,,
589,,,,,,,
590,,,,,,,
591,,,,,,,
592,,,,,,,
593,,,,,,,
594,,,,,,,
595,,,,,,,
596,,,,,,,
597,,,,,,,
598,,,,,,,
599,,,,,,,
600,,,,,,,
601,,,,,,,
602,,,,,,,
603,,,,,,,
604,,,,,,,
605,,,,,,,
606,,,,,,,
607,,,,,,,
608,,,,,,,
609,,,,,,,
610,,,,,,,
611,,,,,,,
612,,,,,,,
613,,,,,,,
614,,,,,,,
615,,,,,,,
616,,,,,,,
617,,,,,,,
618,,,,,,,
619,,,,,,,
620,,,,,,,
621,,,,,,,
622,,,,,,,
623,,,,,,,
624,,,,,,,
625,,,,,,,
626,,,,,,,
627,,,,,,,
628,,,,,,,
629,,,,,,,
630,,,,,,,
631,,,,,,,
632,,,,,,,
633,,,,,,,
634,,,,,,,
635,,,,,,,
636,,,,,,,
637,,,,,,,
638,,,,,,,
639,,,,,,,
640,,,,,,,
641,,,,,,,
642,,,,,,,
643,,,,,,,
644,,,,,,,
645,,,,,,,
646,,,,,,,
647,,,,,,,
648,,,,,,,
649,,,,,,,
650,,,,,,,
651,,,,,,,
652,,,,,,,
653,,,,,,,
654,,,,,,,
655,,,,,,,
656,,,,,,,
657,,,,,,,
658,,,,,,,
659,,,,,,,
660,,,,,,,
661,,,,,,,
662,,,,,,,
663,,,,,,,
664,,,,,,,
665,,,,,,,
666,,,,,,,
667,,,,,,,
668,,,,,,,
669,,,,,,,
670,,,,,,,
671,,,,,,,
672,,,,,,,
673,,,,,,,
674,,,,,,,
675,,,,,,,
676,,,,,,,
677,,,,,,,
678,,,,,,,
679,,,,,,,
680,,,,,,,
681,,,,,,,
682,,,,,,,
683,,,,,,,
684,,,,,,,
685,,,,,,,
686,,,,,,,
687,,,,,,,
688,,,,,,,
689,,,,,,,
690,,,,,,,
691,,,,,,,
692,,,,,,,
693,,,,,,,
694,,,,,,,
695,,,,,,,
696,,,,,,,
697,,,,,,,
698,,,,,,,
699,,,,,,,
700,,,,,,,
701,,,,,,,
702,,,,,,,
703,,,,,,,
704,,,,,,,
705,,,,,,,
706,,,,,,,
707,,,,,,,
708,,,,,,,
709,,,,,,,
710,,,,,,,
711,,,,,,,
712,,,,,,,
713,,,,,,,
714,,,,,,,
715,,,,,,,
716,,,,,,,
717,,,,,,,
718,,,,,,,
719,,,,,,,
720,,,,,,,
721,,,,,,,
722,,,,,,,
723,,,,,,,
724,,,,,,,
725,,,,,,,
726,,,,,,,
727,,,,,,,
728,,,,,,,
729,,,,,,,
730,,,,,,,
731,,,,,,,
732,,,,,,,
733,,,,,,,
734,,,,,,,
735,,,,,,,
736,,,,,,,
737,,,,,,,
738,,,,,,,
739,,,,,,,
740,,,,,,,
741,,,,,,,
742,,,,,,,
743,,,,,,,
744,,,,,,,
745,,,,,,,
746,,,,,,,
747,,,,,,,
748,,,,,,,
749,,,,,,,
750,,,,,,,
751,,,,,,,
752,,,,,,,
753,,,,,,,
754,,,,,,,
755,,,,,,,
756,,,,,,,
757,,,,,,,
758,,,,,,,
759,,,,,,,
760,,,,,,,
761,,,,,,,
762,,,,,,,
763,,,,,,,
764,,,,,,,
765,,,,,,,
766,,,,,,,
767,,,,,,,
768,,,,,,,
769,,,,,,,
770,,,,,,,
771,,,,,,,
772,,,,,,,
773,,,,,,,
774,,,,,,,
775,,,,,,,
776,,,,,,,
777,,,,,,,
778,,,,,,,
779,,,,,,,
780,,,,,,,
781,,,,,,,
782,,,,,,,
783,,,,,,,
784,,,,,,,
785,,,,,,,
786,,,,,,,
787,,,,,,,
788,,,,,,,
789,,,,,,,
790,,,,,,,
791,,,,,,,
792,,,,,,,
793,,,,,,,
794,,,,,,,
795,,,,,,,
796,,,,,,,
797,,,,,,,
798,,,,,,,
799,,,,,,,
