,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
1257,Rb3 Cr4 Fe4 C24 N24,Rb3 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Cr,Fe,3.0
1258,Rb3 V4 Cr4 C24 N24,Rb3 V4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,V,3.0
1259,Rb3 Zn4 Co4 C24 N24,Rb3 Zn4 Co4 C24 N24,0.00487891000000007,Rb,Zn,Co,3.0
1260,Rb5 V4 Os4 C24 N24,Rb5 V4 Os4 C24 N24,0.00487891000000007,Rb,V,Os,5.0
1261,,,,,,,
1262,Rb3 Mn4 Os4 C24 N24,Rb3 Mn4 Os4 C24 N24,0.00487891000000007,Rb,Mn,Os,3.0
1263,Rb3 V4 Co4 C24 N24,Rb3 V4 Co4 C24 N24,0.00487891000000007,Rb,Co,V,3.0
1264,Rb5 V4 Cr4 C24 N24,Rb5 V4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,V,5.0
1265,Rb3 Co4 Ni4 C24 N24,Rb3 Co4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Co,3.0
1266,Rb3 Cr4 Ni4 C24 N24,Rb3 Cr4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Cr,3.0
1267,Rb5 V4 Co4 C24 N24,Rb5 V4 Co4 C24 N24,0.00487891000000007,Rb,V,Co,5.0
1268,Rb5 Fe4 Co4 C24 N24,Rb5 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Fe,Co,5.0
1269,Rb3 Fe4 Co4 C24 N24,Rb3 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Co,Fe,3.0
1270,Rb3 Fe4 Co4 C24 N24,Rb3 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Fe,Co,3.0
1271,Rb3 Zn4 Os4 C24 N24,Rb3 Zn4 Os4 C24 N24,0.00487891000000007,Rb,Zn,Os,3.0
1272,Rb3 Cr8 C24 N24,Rb3 Cr8 C24 N24,0.00487891000000007,Rb,Cr,Cr,3.0
1273,Rb3 Mn8 C24 N24,Rb3 Mn8 C24 N24,0.00487891000000007,Rb,Mn,Mn,3.0
1274,Rb3 Mn4 Cr4 C24 N24,Rb3 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,Mn,3.0
1275,Rb5 V4 Cr4 C24 N24,Rb5 V4 Cr4 C24 N24,0.00487891000000007,Rb,V,Cr,5.0
1276,Rb5 Cr8 C24 N24,Rb5 Cr8 C24 N24,0.00487891000000007,Rb,Cr,Cr,5.0
1277,Rb4 Co4 Ni4 C24 N24,Rb4 Co4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Co,4.0
1278,Rb3 Cr4 Fe4 C24 N24,Rb3 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Cr,3.0
1279,Mg4 Co4 Ni4 C24 N24,Mg4 Co4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Co,4.0
1280,Rb3 Co8 C24 N24,Rb3 Co8 C24 N24,0.00487891000000007,Rb,Co,Co,3.0
1281,Rb5 Mn4 Fe4 C24 N24,Rb5 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Mn,Fe,5.0
1282,Rb3 V4 Cr4 C24 N24,Rb3 V4 Cr4 C24 N24,0.00487891000000007,Rb,V,Cr,3.0
1283,Rb3 V4 Ni4 C24 N24,Rb3 V4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,V,3.0
1284,Rb3 Cr4 Co4 C24 N24,Rb3 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Cr,Co,3.0
1285,Rb5 Fe4 Cu4 C24 N24,Rb5 Fe4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Fe,5.0
1286,Rb5 Zn4 Co4 C24 N24,Rb5 Zn4 Co4 C24 N24,0.00487891000000007,Rb,Zn,Co,5.0
1287,,,,,,,
1288,,,,,,,
1289,,,,,,,
1290,,,,,,,
1291,Rb8 V4 Fe4 C24 N24,Rb8 V4 Fe4 C24 N24,0.00487891000000007,Rb,V,Fe,8.0
1292,,,,,,,
1293,,,,,,,
1294,Rb8 Mn4 Zn4 C24 N24,Rb8 Mn4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,Mn,8.0
1295,Rb8 Cr4 Fe4 C24 N24,Rb8 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Cr,Fe,8.0
1296,Rb8 Mn4 V4 C24 N24,Rb8 Mn4 V4 C24 N24,0.00487891000000007,Rb,V,Mn,8.0
1297,Rb1 Fe4 Co4 C24 N24,Rb1 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Co,Fe,1.0
1298,Rb7 Mn4 V4 C24 N24,Rb7 Mn4 V4 C24 N24,0.00487891000000007,Rb,Mn,V,7.0
1299,,,,,,,
1300,Rb8 Mn4 Co4 C24 N24,Rb8 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Co,Mn,8.0
1301,Rb1 Mn4 Fe4 C24 N24,Rb1 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Mn,Fe,1.0
1302,Rb7 Cu4 Os4 C24 N24,Rb7 Cu4 Os4 C24 N24,0.00487891000000007,Rb,Cu,Os,7.0
1303,Rb8 Cr4 Ni4 C24 N24,Rb8 Cr4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Cr,8.0
1304,Rb1 Cr4 Ni4 C24 N24,Rb1 Cr4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Cr,1.0
1305,Rb7 Co8 C24 N24,Rb7 Co8 C24 N24,0.00487891000000007,Rb,Co,Co,7.0
1306,Rb7 Cr4 Fe4 C24 N24,Rb7 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Cr,Fe,7.0
1307,Rb1 Zn4 Fe4 C24 N24,Rb1 Zn4 Fe4 C24 N24,0.00487891000000007,Rb,Zn,Fe,1.0
1308,Rb1 Co4 Ni4 C24 N24,Rb1 Co4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Co,1.0
1309,,,,,,,
1310,Rb2 Cr4 Co4 C24 N24,Rb2 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Co,Cr,2.0
1311,,,,,,,
1312,,,,,,,
1313,,,,,,,
1314,,,,,,,
1315,,,,,,,
1316,,,,,,,
1317,Rb1 Ni4 Os4 C24 N24,Rb1 Ni4 Os4 C24 N24,0.00487891000000007,Rb,Ni,Os,1.0
1318,,,,,,,
1319,,,,,,,
1320,Rb2 Co4 Cu4 C24 N24,Rb2 Co4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Co,2.0
1321,,,,,,,
1322,,,,,,,
1323,Rb2 Mn4 Co4 C24 N24,Rb2 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Co,Mn,2.0
1324,,,,,,,
1325,,,,,,,
1326,,,,,,,
1327,,,,,,,
1328,,,,,,,
1329,,,,,,,
1330,,,,,,,
1331,,,,,,,
1332,,,,,,,
1333,,,,,,,
1334,Rb3 Mn4 Fe4 C24 N24,Rb3 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Mn,3.0
1335,,,,,,,
1336,Rb3 Co4 Os4 C24 N24,Rb3 Co4 Os4 C24 N24,0.00487891000000007,Rb,Co,Os,3.0
1337,,,,,,,
1338,,,,,,,
1339,,,,,,,
1340,,,,,,,
1341,,,,,,,
1342,Rb6 Zn4 Co4 C24 N24,Rb6 Zn4 Co4 C24 N24,0.00487891000000007,Rb,Zn,Co,6.0
1343,,,,,,,
1344,Rb3 Cr4 Os4 C24 N24,Rb3 Cr4 Os4 C24 N24,0.00487891000000007,Rb,Cr,Os,3.0
1345,,,,,,,
1346,Rb6 Cr4 Ni4 C24 N24,Rb6 Cr4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Cr,6.0
1347,Rb6 Mn4 Fe4 C24 N24,Rb6 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Mn,6.0
1348,,,,,,,
1349,Rb6 Cr4 Co4 C24 N24,Rb6 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Co,Cr,6.0
1350,,,,,,,
1351,,,,,,,
1352,,,,,,,
1353,Rb3 Mn4 Cr4 C24 N24,Rb3 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Mn,Cr,3.0
1354,,,,,,,
1355,,,,,,,
1356,,,,,,,
1357,,,,,,,
1358,,,,,,,
1359,,,,,,,
1360,,,,,,,
1361,Rb5 Cr4 Os4 C24 N24,Rb5 Cr4 Os4 C24 N24,0.00487891000000007,Rb,Cr,Os,5.0
1362,Rb3 Zn4 Cr4 C24 N24,Rb3 Zn4 Cr4 C24 N24,0.00487891000000007,Rb,Zn,Cr,3.0
1363,,,,,,,
1364,,,,,,,
1365,,,,,,,
1366,,,,,,,
1367,,,,,,,
1368,Rb3 Mn4 V4 C24 N24,Rb3 Mn4 V4 C24 N24,0.00487891000000007,Rb,Mn,V,3.0
1369,,,,,,,
1370,,,,,,,
1371,,,,,,,
1372,,,,,,,
1373,,,,,,,
1374,Rb5 V4 Fe4 C24 N24,Rb5 V4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,V,5.0
1375,,,,,,,
1376,,,,,,,
1377,Rb3 V4 Fe4 C24 N24,Rb3 V4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,V,3.0
1378,Rb6 Co8 C24 N24,Rb6 Co8 C24 N24,0.00487891000000007,Rb,Co,Co,6.0
1379,Rb3 V4 Os4 C24 N24,Rb3 V4 Os4 C24 N24,0.00487891000000007,Rb,V,Os,3.0
1380,Rb5 Mn4 Ni4 C24 N24,Rb5 Mn4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Mn,5.0
1381,,,,,,,
1382,,,,,,,
1383,Rb3 V4 Fe4 C24 N24,Rb3 V4 Fe4 C24 N24,0.00487891000000007,Rb,V,Fe,3.0
1384,,,,,,,
1385,Rb3 Mn4 Co4 C24 N24,Rb3 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Co,Mn,3.0
1386,,,,,,,
1387,Rb3 Cr4 Co4 C24 N24,Rb3 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Co,Cr,3.0
1388,,,,,,,
1389,,,,,,,
1390,Rb5 Co4 Os4 C24 N24,Rb5 Co4 Os4 C24 N24,0.00487891000000007,Rb,Co,Os,5.0
1391,Rb5 Zn4 Os4 C24 N24,Rb5 Zn4 Os4 C24 N24,0.00487891000000007,Rb,Zn,Os,5.0
1392,Rb5 V8 C24 N24,Rb5 V8 C24 N24,0.00487891000000007,Rb,V,V,5.0
1393,Rb6 V4 Ni4 C24 N24,Rb6 V4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,V,6.0
1394,,,,,,,
1395,,,,,,,
1396,Rb5 Mn4 Cr4 C24 N24,Rb5 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Mn,Cr,5.0
1397,,,,,,,
1398,Rb3 Mn4 V4 C24 N24,Rb3 Mn4 V4 C24 N24,0.00487891000000007,Rb,V,Mn,3.0
1399,,,,,,,
1400,Rb5 Mn4 Cr4 C24 N24,Rb5 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,Mn,5.0
1401,,,,,,,
1402,,,,,,,
1403,,,,,,,
1404,,,,,,,
1405,,,,,,,
1406,,,,,,,
1407,,,,,,,
1408,Rb5 V4 Co4 C24 N24,Rb5 V4 Co4 C24 N24,0.00487891000000007,Rb,Co,V,5.0
1409,Rb5 Mn4 Co4 C24 N24,Rb5 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Mn,Co,5.0
1410,,,,,,,
1411,,,,,,,
1412,Rb6 V4 Zn4 C24 N24,Rb6 V4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,V,6.0
1413,,,,,,,
1414,Rb5 Mn4 Fe4 C24 N24,Rb5 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Mn,5.0
1415,,,,,,,
1416,Rb5 Co4 Ni4 C24 N24,Rb5 Co4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Co,5.0
1417,,,,,,,
1418,,,,,,,
1419,,,,,,,
1420,,,,,,,
1421,,,,,,,
1422,,,,,,,
1423,Rb5 Mn4 Zn4 C24 N24,Rb5 Mn4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,Mn,5.0
1424,Rb4 Cr4 Os4 C24 N24,Rb4 Cr4 Os4 C24 N24,0.00487891000000007,Rb,Cr,Os,4.0
1425,Rb5 Cr4 Co4 C24 N24,Rb5 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Co,Cr,5.0
1426,Rb5 Mn4 V4 C24 N24,Rb5 Mn4 V4 C24 N24,0.00487891000000007,Rb,Mn,V,5.0
1427,,,,,,,
1428,,,,,,,
1429,,,,,,,
1430,,,,,,,
1431,Rb5 Cr4 Ni4 C24 N24,Rb5 Cr4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Cr,5.0
1432,,,,,,,
1433,Rb5 Zn4 Cr4 C24 N24,Rb5 Zn4 Cr4 C24 N24,0.00487891000000007,Rb,Zn,Cr,5.0
1434,Rb5 Mn8 C24 N24,Rb5 Mn8 C24 N24,0.00487891000000007,Rb,Mn,Mn,5.0
1435,,,,,,,
1436,Rb5 Co4 Cu4 C24 N24,Rb5 Co4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Co,5.0
1437,,,,,,,
1438,,,,,,,
1439,,,,,,,
1440,Rb4 Co4 Os4 C24 N24,Rb4 Co4 Os4 C24 N24,0.00487891000000007,Rb,Co,Os,4.0
1441,,,,,,,
1442,Rb4 V4 Co4 C24 N24,Rb4 V4 Co4 C24 N24,0.00487891000000007,Rb,V,Co,4.0
1443,Rb5 Cr4 Fe4 C24 N24,Rb5 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Cr,Fe,5.0
1444,Rb4 Mn4 V4 C24 N24,Rb4 Mn4 V4 C24 N24,0.00487891000000007,Rb,Mn,V,4.0
1445,Rb4 Mn4 Cr4 C24 N24,Rb4 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Mn,Cr,4.0
1446,Rb5 Fe4 Os4 C24 N24,Rb5 Fe4 Os4 C24 N24,0.00487891000000007,Rb,Fe,Os,5.0
1447,,,,,,,
1448,,,,,,,
1449,Rb4 Fe4 Co4 C24 N24,Rb4 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Fe,Co,4.0
1450,Rb4 Cr4 Fe4 C24 N24,Rb4 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Cr,4.0
1451,Rb4 Mn8 C24 N24,Rb4 Mn8 C24 N24,0.00487891000000007,Rb,Mn,Mn,4.0
1452,,,,,,,
1453,Rb4 Mn4 V4 C24 N24,Rb4 Mn4 V4 C24 N24,0.00487891000000007,Rb,V,Mn,4.0
1454,Rb4 Mn4 Zn4 C24 N24,Rb4 Mn4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,Mn,4.0
1455,Rb4 Zn4 Co4 C24 N24,Rb4 Zn4 Co4 C24 N24,0.00487891000000007,Rb,Zn,Co,4.0
1456,Rb5 Co8 C24 N24,Rb5 Co8 C24 N24,0.00487891000000007,Rb,Co,Co,5.0
1457,,,,,,,
1458,Rb5 Mn4 V4 C24 N24,Rb5 Mn4 V4 C24 N24,0.00487891000000007,Rb,V,Mn,5.0
1459,,,,,,,
1460,,,,,,,
1461,,,,,,,
1462,Rb4 Cr4 Ni4 C24 N24,Rb4 Cr4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Cr,4.0
1463,Rb5 V4 Zn4 C24 N24,Rb5 V4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,V,5.0
1464,,,,,,,
1465,Rb5 Fe4 Co4 C24 N24,Rb5 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Co,Fe,5.0
1466,,,,,,,
1467,Rb4 V4 Cr4 C24 N24,Rb4 V4 Cr4 C24 N24,0.00487891000000007,Rb,V,Cr,4.0
1468,Rb4 Mn4 Fe4 C24 N24,Rb4 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Mn,4.0
1469,Rb4 Cr4 Fe4 C24 N24,Rb4 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Cr,Fe,4.0
1470,Rb4 V4 Fe4 C24 N24,Rb4 V4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,V,4.0
1471,,,,,,,
1472,,,,,,,
1473,Rb4 V4 Fe4 C24 N24,Rb4 V4 Fe4 C24 N24,0.00487891000000007,Rb,V,Fe,4.0
1474,Rb4 Zn4 Cr4 C24 N24,Rb4 Zn4 Cr4 C24 N24,0.00487891000000007,Rb,Zn,Cr,4.0
1475,,,,,,,
1476,,,,,,,
1477,Rb4 Fe8 C24 N24,Rb4 Fe8 C24 N24,0.00487891000000007,Rb,Fe,Fe,4.0
1478,,,,,,,
1479,,,,,,,
1480,Rb4 Mn4 Fe4 C24 N24,Rb4 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Mn,Fe,4.0
1481,Rb4 Cr4 Co4 C24 N24,Rb4 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Co,Cr,4.0
1482,Rb4 Cr4 Co4 C24 N24,Rb4 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Cr,Co,4.0
1483,Rb4 Cr8 C24 N24,Rb4 Cr8 C24 N24,0.00487891000000007,Rb,Cr,Cr,4.0
1484,,,,,,,
1485,,,,,,,
1486,,,,,,,
1487,Rb4 Mn4 Cr4 C24 N24,Rb4 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,Mn,4.0
1488,,,,,,,
1489,Rb4 Fe4 Co4 C24 N24,Rb4 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Co,Fe,4.0
1490,,,,,,,
1491,,,,,,,
1492,,,,,,,
1493,Rb4 V4 Os4 C24 N24,Rb4 V4 Os4 C24 N24,0.00487891000000007,Rb,V,Os,4.0
1494,,,,,,,
1495,Rb5 Cr4 Fe4 C24 N24,Rb5 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Cr,5.0
1496,,,,,,,
1497,Rb5 V4 Ni4 C24 N24,Rb5 V4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,V,5.0
1498,,,,,,,
1499,,,,,,,
1500,,,,,,,
1501,,,,,,,
1502,,,,,,,
1503,,,,,,,
1504,Rb4 V8 C24 N24,Rb4 V8 C24 N24,0.00487891000000007,Rb,V,V,4.0
1505,,,,,,,
1506,Ca2 Mn4 Fe4 C24 N24,Ca2 Mn4 Fe4 C24 N24,0.4185173499999999,Ca,Fe,Mn,2.0
1507,,,,,,,
1508,,,,,,,
1509,,,,,,,
1510,,,,,,,
1511,Rb4 Mn4 Os4 C24 N24,Rb4 Mn4 Os4 C24 N24,0.00487891000000007,Rb,Mn,Os,4.0
1512,Rb4 V4 Co4 C24 N24,Rb4 V4 Co4 C24 N24,0.00487891000000007,Rb,Co,V,4.0
1513,,,,,,,
1514,,,,,,,
1515,,,,,,,
1516,Rb4 V4 Cr4 C24 N24,Rb4 V4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,V,4.0
1517,,,,,,,
1518,,,,,,,
1519,,,,,,,
1520,Rb5 Cr4 Cu4 C24 N24,Rb5 Cr4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Cr,5.0
1521,,,,,,,
1522,Rb4 Fe4 Os4 C24 N24,Rb4 Fe4 Os4 C24 N24,0.00487891000000007,Rb,Fe,Os,4.0
1523,,,,,,,
1524,Rb4 Zn4 Fe4 C24 N24,Rb4 Zn4 Fe4 C24 N24,0.00487891000000007,Rb,Zn,Fe,4.0
1525,,,,,,,
1526,,,,,,,
1527,,,,,,,
1528,,,,,,,
1529,,,,,,,
1530,,,,,,,
1531,,,,,,,
1532,,,,,,,
1533,,,,,,,
1534,,,,,,,
1535,,,,,,,
1536,Rb4 Mn4 Ni4 C24 N24,Rb4 Mn4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Mn,4.0
1537,,,,,,,
1538,,,,,,,
1539,,,,,,,
1540,,,,,,,
1541,Rb4 Ni4 Os4 C24 N24,Rb4 Ni4 Os4 C24 N24,0.00487891000000007,Rb,Ni,Os,4.0
1542,,,,,,,
1543,,,,,,,
1544,,,,,,,
1545,,,,,,,
1546,,,,,,,
1547,,,,,,,
1548,,,,,,,
1549,,,,,,,
1550,Rb4 Zn4 Os4 C24 N24,Rb4 Zn4 Os4 C24 N24,0.00487891000000007,Rb,Zn,Os,4.0
1551,,,,,,,
1552,,,,,,,
1553,Rb4 V4 Zn4 C24 N24,Rb4 V4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,V,4.0
1554,,,,,,,
1555,,,,,,,
1556,,,,,,,
1557,Rb5 Zn4 Fe4 C24 N24,Rb5 Zn4 Fe4 C24 N24,0.00487891000000007,Rb,Zn,Fe,5.0
1558,,,,,,,
1559,,,,,,,
1560,,,,,,,
1561,Ca2 Fe4 Cu4 C24 N24,Ca2 Fe4 Cu4 C24 N24,0.4185173499999999,Ca,Cu,Fe,2.0
1562,,,,,,,
1563,,,,,,,
1564,,,,,,,
1565,,,,,,,
1566,,,,,,,
1567,,,,,,,
1568,,,,,,,
1569,,,,,,,
1570,,,,,,,
1571,,,,,,,
1572,Rb4 Co4 Cu4 C24 N24,Rb4 Co4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Co,4.0
1573,Rb4 Mn4 Co4 C24 N24,Rb4 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Co,Mn,4.0
1574,,,,,,,
1575,,,,,,,
1576,,,,,,,
1577,,,,,,,
1578,Li2 Mn4 V4 C24 N24,Li2 Mn4 V4 C24 N24,0.0028601699999999397,Li,V,Mn,2.0
1579,,,,,,,
1580,,,,,,,
1581,,,,,,,
1582,Rb4 Mn4 Co4 C24 N24,Rb4 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Mn,Co,4.0
1583,,,,,,,
1584,,,,,,,
1585,,,,,,,
1586,Mg2 Mn8 C24 N24,Mg2 Mn8 C24 N24,0.03918191000000015,Mg,Mn,Mn,2.0
1587,,,,,,,
1588,,,,,,,
1589,,,,,,,
1590,Rb4 Cr4 Cu4 C24 N24,Rb4 Cr4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Cr,4.0
1591,,,,,,,
1592,Li2 Mn4 In4 C24 N24,Li2 Mn4 In4 C24 N24,0.0028601699999999397,Li,In,Mn,2.0
1593,,,,,,,
1594,,,,,,,
1595,Li2 Cr4 Co4 C24 N24,Li2 Cr4 Co4 C24 N24,0.0028601699999999397,Li,Cr,Co,2.0
1596,Mg2 Mn4 Cr4 C24 N24,Mg2 Mn4 Cr4 C24 N24,0.03918191000000015,Mg,Mn,Cr,2.0
1597,,,,,,,
1598,Na2 V4 Os4 C24 N24,Na2 V4 Os4 C24 N24,0.12552336919563345,Na,V,Os,2.0
1599,,,,,,,
1600,,,,,,,
1601,,,,,,,
1602,,,,,,,
1603,,,,,,,
1604,,,,,,,
1605,,,,,,,
1606,,,,,,,
1607,,,,,,,
1608,,,,,,,
1609,,,,,,,
1610,,,,,,,
1611,,,,,,,
1612,,,,,,,
1613,,,,,,,
1614,Ca2 Cr4 Cu4 C24 N24,Ca2 Cr4 Cu4 C24 N24,0.4185173499999999,Ca,Cu,Cr,2.0
1615,,,,,,,
1616,,,,,,,
1617,,,,,,,
1618,,,,,,,
1619,,,,,,,
1620,,,,,,,
1621,,,,,,,
1622,,,,,,,
1623,,,,,,,
1624,,,,,,,
1625,,,,,,,
1626,,,,,,,
1627,,,,,,,
1628,,,,,,,
1629,Li2 Mn4 Zn4 C24 N24,Li2 Mn4 Zn4 C24 N24,0.0028601699999999397,Li,Zn,Mn,2.0
1630,Ca2 V4 Cr4 C24 N24,Ca2 V4 Cr4 C24 N24,0.4185173499999999,Ca,V,Cr,2.0
1631,,,,,,,
1632,Na2 Mn4 V4 C24 N24,Na2 Mn4 V4 C24 N24,0.12850119249999992,Na,V,Mn,2.0
1633,,,,,,,
1634,K2 Cu4 Os4 C24 N24,K2 Cu4 Os4 C24 N24,0.11553698000000001,K,Cu,Os,2.0
1635,,,,,,,
1636,Sr2 Cr4 Co4 C24 N24,Sr2 Cr4 Co4 C24 N24,0.005491380000000046,Sr,Cr,Co,2.0
1637,,,,,,,
1638,,,,,,,
1639,K2 V4 Fe4 C24 N24,K2 V4 Fe4 C24 N24,0.11553698000000001,K,V,Fe,2.0
1640,,,,,,,
1641,,,,,,,
1642,,,,,,,
1643,Sr2 In4 Fe4 C24 N24,Sr2 In4 Fe4 C24 N24,0.005491380000000046,Sr,In,Fe,2.0
1644,,,,,,,
1645,,,,,,,
1646,,,,,,,
1647,Li2 Mn4 Co4 C24 N24,Li2 Mn4 Co4 C24 N24,0.0028601699999999397,Li,Co,Mn,2.0
1648,,,,,,,
1649,Mg2 Cr4 Cu4 C24 N24,Mg2 Cr4 Cu4 C24 N24,0.03918191000000015,Mg,Cu,Cr,2.0
1650,,,,,,,
1651,,,,,,,
1652,Na6 Co4 Os4 C24 N24,Na6 Co4 Os4 C24 N24,0.12850119249999992,Na,Co,Os,6.0
1653,,,,,,,
1654,,,,,,,
1655,Ca2 In4 Fe4 C24 N24,Ca2 In4 Fe4 C24 N24,0.25680693621517303,Ca,In,Fe,2.0
1656,,,,,,,
1657,Sr6 Co8 C24 N24,Sr6 Co8 C24 N24,0.00549138000000049,Sr,Co,Co,6.0
1658,,,,,,,
1659,Sr2 Cr4 In4 C24 N24,Sr2 Cr4 In4 C24 N24,0.005491380000000046,Sr,In,Cr,2.0
1660,Li6 Zn4 Fe4 C24 N24,Li6 Zn4 Fe4 C24 N24,0.0028601699999999397,Li,Zn,Fe,6.0
1661,K6 Cr4 Ni4 C24 N24,K6 Cr4 Ni4 C24 N24,0.11553698000000001,K,Ni,Cr,6.0
1662,Na6 Co8 C24 N24,Na6 Co8 C24 N24,0.12850119249999992,Na,Co,Co,6.0
1663,,,,,,,
1664,,,,,,,
1665,,,,,,,
1666,,,,,,,
1667,Na6 Zn4 Cr4 C24 N24,Na6 Zn4 Cr4 C24 N24,0.12850119249999992,Na,Zn,Cr,6.0
1668,Na6 Cr4 Co4 C24 N24,Na6 Cr4 Co4 C24 N24,0.12850119249999992,Na,Co,Cr,6.0
1669,,,,,,,
1670,,,,,,,
1671,,,,,,,
1672,,,,,,,
1673,,,,,,,
1674,,,,,,,
1675,K6 Cr4 Co4 C24 N24,K6 Cr4 Co4 C24 N24,0.11553698000000001,K,Cr,Co,6.0
1676,,,,,,,
1677,,,,,,,
1678,Li6 Mn4 Fe4 C24 N24,Li6 Mn4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,Mn,6.0
1679,,,,,,,
1680,Na6 Zn4 Fe4 C24 N24,Na6 Zn4 Fe4 C24 N24,0.12850119249999992,Na,Zn,Fe,6.0
1681,,,,,,,
1682,Ca6 Fe4 Ni4 C24 N24,Ca6 Fe4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,Fe,6.0
1683,Ca6 Fe4 Co4 C24 N24,Ca6 Fe4 Co4 C24 N24,0.4185173499999999,Ca,Co,Fe,6.0
1684,,,,,,,
1685,,,,,,,
1686,,,,,,,
1687,,,,,,,
1688,,,,,,,
1689,Ca6 Cr4 Co4 C24 N24,Ca6 Cr4 Co4 C24 N24,0.4185173499999999,Ca,Cr,Co,6.0
1690,,,,,,,
1691,,,,,,,
1692,K6 Co8 C24 N24,K6 Co8 C24 N24,0.11553698000000001,K,Co,Co,6.0
1693,Li6 V4 Co4 C24 N24,Li6 V4 Co4 C24 N24,0.0028601699999999397,Li,Co,V,6.0
1694,,,,,,,
1695,,,,,,,
1696,K6 Zn4 Co4 C24 N24,K6 Zn4 Co4 C24 N24,0.11553698000000001,K,Zn,Co,6.0
