,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
261,K2 V4 Fe4 C24 N24,K2 V4 Fe4 C24 N24,0.11553698000000001,K,Fe,V,2.0
262,Ca2 Mn4 Co4 C24 N24,Ca2 Mn4 Co4 C24 N24,0.4185173499999999,Ca,Co,Mn,2.0
263,Li2 Cr4 Fe4 C24 N24,Li2 Cr4 Fe4 C24 N24,0.0028601699999999397,Li,Cr,Fe,2.0
264,Mg2 V4 Os4 C24 N24,Mg2 V4 Os4 C24 N24,0.03918191000000015,Mg,V,Os,2.0
265,Mg2 In4 Os4 C24 N24,Mg2 In4 Os4 C24 N24,0.03918191000000015,Mg,In,Os,2.0
266,Li2 Mn4 Cr4 C24 N24,Li2 Mn4 Cr4 C24 N24,0.0028601699999999397,Li,Cr,Mn,2.0
267,Mg2 V4 Fe4 C24 N24,Mg2 V4 Fe4 C24 N24,0.03918191000000015,Mg,V,Fe,2.0
268,Ca2 Zn4 Os4 C24 N24,Ca2 Zn4 Os4 C24 N24,0.4185173499999999,Ca,Zn,Os,2.0
269,,,,,,,
270,,,,,,,
271,,,,,,,
272,Na2 In4 Os4 C24 N24,Na2 In4 Os4 C24 N24,0.12850119249999992,Na,In,Os,2.0
273,Sr2 V4 Zn4 C24 N24,Sr2 V4 Zn4 C24 N24,0.005491380000000046,Sr,Zn,V,2.0
274,Ca2 Cr4 Co4 C24 N24,Ca2 Cr4 Co4 C24 N24,0.4185173499999999,Ca,Cr,Co,2.0
275,,,,,,,
276,,,,,,,
277,Sr2 Mn4 Cu4 C24 N24,Sr2 Mn4 Cu4 C24 N24,0.005491380000000046,Sr,Cu,Mn,2.0
278,Li2 Zn4 Fe4 C24 N24,Li2 Zn4 Fe4 C24 N24,0.0028601699999999397,Li,Zn,Fe,2.0
279,,,,,,,
280,,,,,,,
281,K2 Mn4 Cr4 C24 N24,K2 Mn4 Cr4 C24 N24,0.11553698000000001,K,Mn,Cr,2.0
282,Sr2 Mn4 V4 C24 N24,Sr2 Mn4 V4 C24 N24,0.005491380000000046,Sr,Mn,V,2.0
283,,,,,,,
284,,,,,,,
285,Ca2 Mn4 Co4 C24 N24,Ca2 Mn4 Co4 C24 N24,0.4185173499999999,Ca,Mn,Co,2.0
286,,,,,,,
287,Sr2 Mn4 Os4 C24 N24,Sr2 Mn4 Os4 C24 N24,0.005491380000000046,Sr,Mn,Os,2.0
288,,,,,,,
289,,,,,,,
290,Na2 Zn4 Os4 C24 N24,Na2 Zn4 Os4 C24 N24,0.12850119249999992,Na,Zn,Os,2.0
291,Sr2 Cr4 Os4 C24 N24,Sr2 Cr4 Os4 C24 N24,0.005491380000000046,Sr,Cr,Os,2.0
292,Na2 Fe4 Os4 C24 N24,Na2 Fe4 Os4 C24 N24,0.12850119249999992,Na,Fe,Os,2.0
293,Na2 Mn4 Cr4 C24 N24,Na2 Mn4 Cr4 C24 N24,0.12850119249999992,Na,Mn,Cr,2.0
294,Li2 V4 Co4 C24 N24,Li2 V4 Co4 C24 N24,0.0028601699999999397,Li,V,Co,2.0
295,Mg2 Mn4 In4 C24 N24,Mg2 Mn4 In4 C24 N24,0.03918191000000015,Mg,In,Mn,2.0
296,Ca2 Co4 Cu4 C24 N24,Ca2 Co4 Cu4 C24 N24,0.29786944339517163,Ca,Cu,Co,2.0
297,Mg2 Mn4 Fe4 C24 N24,Mg2 Mn4 Fe4 C24 N24,0.03918191000000015,Mg,Fe,Mn,2.0
298,Sr2 Cr4 Fe4 C24 N24,Sr2 Cr4 Fe4 C24 N24,0.005491380000000046,Sr,Fe,Cr,2.0
299,K2 Co4 Cu4 C24 N24,K2 Co4 Cu4 C24 N24,0.11553698000000001,K,Cu,Co,2.0
300,K2 Mn4 Cr4 C24 N24,K2 Mn4 Cr4 C24 N24,0.11553698000000001,K,Cr,Mn,2.0
301,Na2 Fe4 Co4 C24 N24,Na2 Fe4 Co4 C24 N24,0.12850119249999992,Na,Co,Fe,2.0
302,,,,,,,
303,Na2 Cr4 Cu4 C24 N24,Na2 Cr4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Cr,2.0
304,K2 V8 C24 N24,K2 V8 C24 N24,0.11553698000000001,K,V,V,2.0
305,K2 Mn4 Fe4 C24 N24,K2 Mn4 Fe4 C24 N24,0.11553698000000001,K,Fe,Mn,2.0
306,Li2 V4 Cr4 C24 N24,Li2 V4 Cr4 C24 N24,0.0028601699999999397,Li,V,Cr,2.0
307,Ca2 In4 Os4 C24 N24,Ca2 In4 Os4 C24 N24,0.4185173499999999,Ca,In,Os,2.0
308,Mg2 Zn4 Os4 C24 N24,Mg2 Zn4 Os4 C24 N24,0.03918191000000015,Mg,Zn,Os,2.0
309,,,,,,,
310,,,,,,,
311,,,,,,,
312,Ca2 V4 Co4 C24 N24,Ca2 V4 Co4 C24 N24,0.4185173499999999,Ca,Co,V,2.0
313,Mg2 V4 Fe4 C24 N24,Mg2 V4 Fe4 C24 N24,0.03918191000000015,Mg,Fe,V,2.0
314,,,,,,,
315,Ca2 Ni4 Os4 C24 N24,Ca2 Ni4 Os4 C24 N24,0.3126156174236776,Ca,Ni,Os,2.0
316,Na2 Mn4 Cr4 C24 N24,Na2 Mn4 Cr4 C24 N24,0.12850119249999992,Na,Cr,Mn,2.0
317,K2 Zn4 Fe4 C24 N24,K2 Zn4 Fe4 C24 N24,0.11553698000000001,K,Zn,Fe,2.0
318,Ca2 Mn4 Cr4 C24 N24,Ca2 Mn4 Cr4 C24 N24,0.3435806480420691,Ca,Mn,Cr,2.0
319,,,,,,,
320,,,,,,,
321,,,,,,,
322,,,,,,,
323,Sr2 V4 Co4 C24 N24,Sr2 V4 Co4 C24 N24,0.005491380000000046,Sr,V,Co,2.0
324,Li2 Cr4 Fe4 C24 N24,Li2 Cr4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,Cr,2.0
325,Ca2 Co4 Os4 C24 N24,Ca2 Co4 Os4 C24 N24,0.21587647667103305,Ca,Co,Os,2.0
326,,,,,,,
327,Sr2 Cr8 C24 N24,Sr2 Cr8 C24 N24,0.005491380000000046,Sr,Cr,Cr,2.0
328,,,,,,,
329,,,,,,,
330,Li2 Fe4 Os4 C24 N24,Li2 Fe4 Os4 C24 N24,0.0028601699999999397,Li,Fe,Os,2.0
331,,,,,,,
332,,,,,,,
333,Na2 Co4 Os4 C24 N24,Na2 Co4 Os4 C24 N24,0.12850119249999992,Na,Co,Os,2.0
334,Ca2 Fe4 Co4 C24 N24,Ca2 Fe4 Co4 C24 N24,0.2865373414903445,Ca,Co,Fe,2.0
335,Li2 Mn4 V4 C24 N24,Li2 Mn4 V4 C24 N24,0.0028601699999999397,Li,Mn,V,2.0
336,Na2 Mn4 Fe4 C24 N24,Na2 Mn4 Fe4 C24 N24,0.12850119249999992,Na,Fe,Mn,2.0
337,K2 Cr4 Ni4 C24 N24,K2 Cr4 Ni4 C24 N24,0.11553698000000001,K,Ni,Cr,2.0
338,,,,,,,
339,,,,,,,
340,,,,,,,
341,,,,,,,
342,K2 Co8 C24 N24,K2 Co8 C24 N24,0.11553698000000001,K,Co,Co,2.0
343,,,,,,,
344,,,,,,,
345,,,,,,,
346,,,,,,,
347,,,,,,,
348,Na2 V4 Zn4 C24 N24,Na2 V4 Zn4 C24 N24,0.12850119249999992,Na,Zn,V,2.0
349,,,,,,,
350,,,,,,,
351,K2 Cr8 C24 N24,K2 Cr8 C24 N24,0.11553698000000001,K,Cr,Cr,2.0
352,,,,,,,
353,,,,,,,
354,Ca2 V4 Fe4 C24 N24,Ca2 V4 Fe4 C24 N24,0.4185173499999999,Ca,Fe,V,2.0
355,Mg2 Cr4 Co4 C24 N24,Mg2 Cr4 Co4 C24 N24,0.03918191000000015,Mg,Co,Cr,2.0
356,Sr2 Zn4 Cr4 C24 N24,Sr2 Zn4 Cr4 C24 N24,0.005491380000000046,Sr,Zn,Cr,2.0
357,Ca2 V4 Os4 C24 N24,Ca2 V4 Os4 C24 N24,0.4185173499999999,Ca,V,Os,2.0
358,Na2 Ni4 Os4 C24 N24,Na2 Ni4 Os4 C24 N24,0.12850119249999992,Na,Ni,Os,2.0
359,,,,,,,
360,K2 Cr4 Cu4 C24 N24,K2 Cr4 Cu4 C24 N24,0.11553698000000001,K,Cu,Cr,2.0
361,,,,,,,
362,,,,,,,
363,Mg2 Zn4 Co4 C24 N24,Mg2 Zn4 Co4 C24 N24,0.03918191000000015,Mg,Zn,Co,2.0
364,Na2 Zn4 Cr4 C24 N24,Na2 Zn4 Cr4 C24 N24,0.12850119249999992,Na,Zn,Cr,2.0
365,Li2 V4 Co4 C24 N24,Li2 V4 Co4 C24 N24,0.0028601699999999397,Li,Co,V,2.0
366,Mg2 V4 Zn4 C24 N24,Mg2 V4 Zn4 C24 N24,0.03918191000000015,Mg,Zn,V,2.0
367,,,,,,,
368,K2 V4 Os4 C24 N24,K2 V4 Os4 C24 N24,0.09753085916689663,K,V,Os,2.0
369,Mg2 In4 Fe4 C24 N24,Mg2 In4 Fe4 C24 N24,0.03918191000000015,Mg,In,Fe,2.0
370,,,,,,,
371,,,,,,,
372,,,,,,,
373,,,,,,,
374,Na2 Cr4 Os4 C24 N24,Na2 Cr4 Os4 C24 N24,0.0776216121266664,Na,Cr,Os,2.0
375,Sr2 V4 In4 C24 N24,Sr2 V4 In4 C24 N24,0.005491380000000046,Sr,In,V,2.0
376,,,,,,,
377,Mg2 Co8 C24 N24,Mg2 Co8 C24 N24,0.03918191000000015,Mg,Co,Co,2.0
378,,,,,,,
379,,,,,,,
380,,,,,,,
381,Na2 Cr8 C24 N24,Na2 Cr8 C24 N24,0.12850119249999992,Na,Cr,Cr,2.0
382,,,,,,,
383,Ca2 Mn4 V4 C24 N24,Ca2 Mn4 V4 C24 N24,0.4185173499999999,Ca,V,Mn,2.0
384,Li2 V4 Fe4 C24 N24,Li2 V4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,V,2.0
385,,,,,,,
386,,,,,,,
387,Na2 In4 Fe4 C24 N24,Na2 In4 Fe4 C24 N24,0.12850119249999992,Na,In,Fe,2.0
388,,,,,,,
389,,,,,,,
390,,,,,,,
391,,,,,,,
392,,,,,,,
393,Mg2 Cr8 C24 N24,Mg2 Cr8 C24 N24,0.03918191000000015,Mg,Cr,Cr,2.0
394,K2 Fe4 Co4 C24 N24,K2 Fe4 Co4 C24 N24,0.11553698000000001,K,Co,Fe,2.0
395,Na2 V4 Cr4 C24 N24,Na2 V4 Cr4 C24 N24,0.12850119249999992,Na,V,Cr,2.0
396,K2 Fe4 Ni4 C24 N24,K2 Fe4 Ni4 C24 N24,0.11553698000000001,K,Ni,Fe,2.0
397,,,,,,,
398,,,,,,,
399,,,,,,,
400,,,,,,,
401,,,,,,,
402,K2 Zn4 Os4 C24 N24,K2 Zn4 Os4 C24 N24,0.11553698000000001,K,Zn,Os,2.0
403,Na2 Mn4 Ni4 C24 N24,Na2 Mn4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Mn,2.0
404,Li2 Cu4 Os4 C24 N24,Li2 Cu4 Os4 C24 N24,0.0028601699999999397,Li,Cu,Os,2.0
405,Li2 V8 C24 N24,Li2 V8 C24 N24,0.0028601699999999397,Li,V,V,2.0
406,Ca2 Mn4 Ni4 C24 N24,Ca2 Mn4 Ni4 C24 N24,0.4101386532774711,Ca,Ni,Mn,2.0
407,,,,,,,
408,,,,,,,
409,Sr2 Mn8 C24 N24,Sr2 Mn8 C24 N24,0.005491380000000046,Sr,Mn,Mn,2.0
410,,,,,,,
411,,,,,,,
412,Ca2 Fe4 Os4 C24 N24,Ca2 Fe4 Os4 C24 N24,0.20535950822275773,Ca,Fe,Os,2.0
413,,,,,,,
414,,,,,,,
415,Na2 Cr4 Fe4 C24 N24,Na2 Cr4 Fe4 C24 N24,0.12850119249999992,Na,Fe,Cr,2.0
416,Ca2 Cr4 Fe4 C24 N24,Ca2 Cr4 Fe4 C24 N24,0.34290273769724067,Ca,Fe,Cr,2.0
417,Mg2 Cr4 Fe4 C24 N24,Mg2 Cr4 Fe4 C24 N24,0.03918191000000015,Mg,Fe,Cr,2.0
418,,,,,,,
419,,,,,,,
420,,,,,,,
421,,,,,,,
422,,,,,,,
423,Na2 Fe4 Co4 C24 N24,Na2 Fe4 Co4 C24 N24,0.12850119249999992,Na,Fe,Co,2.0
424,,,,,,,
425,,,,,,,
426,,,,,,,
427,,,,,,,
428,Na2 Mn4 Os4 C24 N24,Na2 Mn4 Os4 C24 N24,0.10754573850597637,Na,Mn,Os,2.0
429,,,,,,,
430,Li2 Cr4 Cu4 C24 N24,Li2 Cr4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Cr,2.0
431,,,,,,,
432,,,,,,,
433,,,,,,,
434,Sr2 Cr4 Cu4 C24 N24,Sr2 Cr4 Cu4 C24 N24,0.005491380000000046,Sr,Cu,Cr,2.0
435,K2 Mn4 Co4 C24 N24,K2 Mn4 Co4 C24 N24,0.11553698000000001,K,Co,Mn,2.0
436,,,,,,,
437,Mg2 Cr4 In4 C24 N24,Mg2 Cr4 In4 C24 N24,0.03918191000000015,Mg,In,Cr,2.0
438,,,,,,,
439,K2 Cr4 Co4 C24 N24,K2 Cr4 Co4 C24 N24,0.11553698000000001,K,Co,Cr,2.0
440,Mg2 Mn4 Ni4 C24 N24,Mg2 Mn4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Mn,2.0
441,,,,,,,
442,,,,,,,
443,Li2 Fe4 Co4 C24 N24,Li2 Fe4 Co4 C24 N24,0.0028601699999999397,Li,Co,Fe,2.0
444,,,,,,,
445,,,,,,,
446,,,,,,,
447,Na2 Co8 C24 N24,Na2 Co8 C24 N24,0.12850119249999992,Na,Co,Co,2.0
448,,,,,,,
449,,,,,,,
450,,,,,,,
451,,,,,,,
452,,,,,,,
453,,,,,,,
454,K2 Mn4 Ni4 C24 N24,K2 Mn4 Ni4 C24 N24,0.11553698000000001,K,Ni,Mn,2.0
455,Li2 V4 Os4 C24 N24,Li2 V4 Os4 C24 N24,0.0028601699999999397,Li,V,Os,2.0
456,,,,,,,
457,Ca2 V4 Co4 C24 N24,Ca2 V4 Co4 C24 N24,0.4185173499999999,Ca,V,Co,2.0
458,Li2 In4 Fe4 C24 N24,Li2 In4 Fe4 C24 N24,0.0028601699999999397,Li,In,Fe,2.0
459,,,,,,,
460,,,,,,,
461,,,,,,,
462,,,,,,,
463,,,,,,,
464,Mg2 Co4 Cu4 C24 N24,Mg2 Co4 Cu4 C24 N24,0.03918191000000015,Mg,Cu,Co,2.0
465,Li6 Mn4 V4 C24 N24,Li6 Mn4 V4 C24 N24,0.0028601699999999397,Li,Mn,V,6.0
466,K2 Mn4 Co4 C24 N24,K2 Mn4 Co4 C24 N24,0.11553698000000001,K,Mn,Co,2.0
467,,,,,,,
468,Ca2 V8 C24 N24,Ca2 V8 C24 N24,0.4185173499999999,Ca,V,V,2.0
469,Na6 Fe4 Co4 C24 N24,Na6 Fe4 Co4 C24 N24,0.12850119249999992,Na,Fe,Co,6.0
470,Ca2 V4 Ni4 C24 N24,Ca2 V4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,V,2.0
471,Mg2 Cu4 Os4 C24 N24,Mg2 Cu4 Os4 C24 N24,0.03918191000000015,Mg,Cu,Os,2.0
472,Li6 Fe4 Os4 C24 N24,Li6 Fe4 Os4 C24 N24,0.0028601699999999397,Li,Fe,Os,6.0
473,Na6 V4 Cr4 C24 N24,Na6 V4 Cr4 C24 N24,0.12850119249999992,Na,V,Cr,6.0
474,K6 Fe8 C24 N24,K6 Fe8 C24 N24,0.11553698000000001,K,Fe,Fe,6.0
475,Na6 Cr8 C24 N24,Na6 Cr8 C24 N24,0.12850119249999992,Na,Cr,Cr,6.0
476,Li6 Mn4 V4 C24 N24,Li6 Mn4 V4 C24 N24,0.0028601699999999397,Li,V,Mn,6.0
477,Na2 Mn4 Co4 C24 N24,Na2 Mn4 Co4 C24 N24,0.12850119249999992,Na,Mn,Co,2.0
478,Sr6 V4 Os4 C24 N24,Sr6 V4 Os4 C24 N24,0.005491380000000046,Sr,V,Os,6.0
479,Ca6 Fe4 Os4 C24 N24,Ca6 Fe4 Os4 C24 N24,0.4185173499999999,Ca,Fe,Os,6.0
480,Na6 Mn4 Zn4 C24 N24,Na6 Mn4 Zn4 C24 N24,0.1285011924999997,Na,Zn,Mn,6.0
481,Na6 Mn4 Co4 C24 N24,Na6 Mn4 Co4 C24 N24,0.12850119249999992,Na,Mn,Co,6.0
482,Sr2 Zn4 Fe4 C24 N24,Sr2 Zn4 Fe4 C24 N24,0.005491380000000046,Sr,Zn,Fe,2.0
483,Mg2 Zn4 Fe4 C24 N24,Mg2 Zn4 Fe4 C24 N24,0.03918191000000015,Mg,Zn,Fe,2.0
484,K6 V4 Os4 C24 N24,K6 V4 Os4 C24 N24,0.08245454355225768,K,V,Os,6.0
485,K6 Mn8 C24 N24,K6 Mn8 C24 N24,0.11553698000000001,K,Mn,Mn,6.0
486,Ca2 Zn4 Co4 C24 N24,Ca2 Zn4 Co4 C24 N24,0.4185173499999999,Ca,Zn,Co,2.0
487,K6 V4 Fe4 C24 N24,K6 V4 Fe4 C24 N24,0.11553698000000001,K,V,Fe,6.0
488,Ca6 V8 C24 N24,Ca6 V8 C24 N24,0.4185173499999999,Ca,V,V,6.0
489,Sr6 Cr8 C24 N24,Sr6 Cr8 C24 N24,0.005491380000000046,Sr,Cr,Cr,6.0
490,,,,,,,
491,Na6 Mn4 Fe4 C24 N24,Na6 Mn4 Fe4 C24 N24,0.12850119249999992,Na,Mn,Fe,6.0
492,,,,,,,
493,Ca6 V4 Fe4 C24 N24,Ca6 V4 Fe4 C24 N24,0.4185173499999999,Ca,V,Fe,6.0
494,Sr6 Cr4 Ni4 C24 N24,Sr6 Cr4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Cr,6.0
495,Sr6 Fe4 Co4 C24 N24,Sr6 Fe4 Co4 C24 N24,0.005491380000000046,Sr,Co,Fe,6.0
496,Li6 Cr4 Os4 C24 N24,Li6 Cr4 Os4 C24 N24,0.0028601699999999397,Li,Cr,Os,6.0
497,Li6 Mn8 C24 N24,Li6 Mn8 C24 N24,0.0028601699999999397,Li,Mn,Mn,6.0
498,Li6 Cr4 Fe4 C24 N24,Li6 Cr4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,Cr,6.0
499,Mg6 Cr4 Os4 C24 N24,Mg6 Cr4 Os4 C24 N24,0.03918191000000015,Mg,Cr,Os,6.0
500,K6 V4 Cr4 C24 N24,K6 V4 Cr4 C24 N24,0.11553698000000001,K,V,Cr,6.0
501,Mg6 Fe4 Os4 C24 N24,Mg6 Fe4 Os4 C24 N24,0.03918191000000015,Mg,Fe,Os,6.0
502,Na6 Mn4 Fe4 C24 N24,Na6 Mn4 Fe4 C24 N24,0.12850119249999992,Na,Fe,Mn,6.0
503,,,,,,,
504,Mg6 Zn4 Cr4 C24 N24,Mg6 Zn4 Cr4 C24 N24,0.03918191000000015,Mg,Zn,Cr,6.0
505,Li6 V4 Co4 C24 N24,Li6 V4 Co4 C24 N24,0.0028601699999999397,Li,V,Co,6.0
506,Sr2 Mn4 In4 C24 N24,Sr2 Mn4 In4 C24 N24,0.005491380000000046,Sr,In,Mn,2.0
507,Na6 Fe4 Os4 C24 N24,Na6 Fe4 Os4 C24 N24,0.12850119249999992,Na,Fe,Os,6.0
508,K6 Mn4 Co4 C24 N24,K6 Mn4 Co4 C24 N24,0.11553698000000001,K,Co,Mn,6.0
509,Sr6 Cr4 Co4 C24 N24,Sr6 Cr4 Co4 C24 N24,0.005491380000000046,Sr,Co,Cr,6.0
510,K6 Mn4 In4 C24 N24,K6 Mn4 In4 C24 N24,0.11553698000000001,K,In,Mn,6.0
511,Mg6 Zn4 Co4 C24 N24,Mg6 Zn4 Co4 C24 N24,0.03918191000000015,Mg,Zn,Co,6.0
512,Ca6 Mn4 V4 C24 N24,Ca6 Mn4 V4 C24 N24,0.4185173499999999,Ca,V,Mn,6.0
513,Mg6 Co8 C24 N24,Mg6 Co8 C24 N24,0.03918191000000015,Mg,Co,Co,6.0
514,Mg6 Fe4 Co4 C24 N24,Mg6 Fe4 Co4 C24 N24,0.03918191000000015,Mg,Fe,Co,6.0
515,,,,,,,
516,Mg6 V4 Zn4 C24 N24,Mg6 V4 Zn4 C24 N24,0.03918191000000015,Mg,Zn,V,6.0
517,,,,,,,
518,Na6 Fe8 C24 N24,Na6 Fe8 C24 N24,0.12850119249999992,Na,Fe,Fe,6.0
519,Na6 Cr4 Os4 C24 N24,Na6 Cr4 Os4 C24 N24,0.12270610024580542,Na,Cr,Os,6.0
520,Mg6 Co4 Os4 C24 N24,Mg6 Co4 Os4 C24 N24,0.03918191000000015,Mg,Co,Os,6.0
521,Ca6 V4 Cr4 C24 N24,Ca6 V4 Cr4 C24 N24,0.4185173499999999,Ca,V,Cr,6.0
522,Ca6 Ni4 Os4 C24 N24,Ca6 Ni4 Os4 C24 N24,0.4185173499999999,Ca,Ni,Os,6.0
523,Na6 V4 Cr4 C24 N24,Na6 V4 Cr4 C24 N24,0.12850119249999992,Na,Cr,V,6.0
524,Sr6 Mn4 Os4 C24 N24,Sr6 Mn4 Os4 C24 N24,0.005491380000000046,Sr,Mn,Os,6.0
525,Li6 Mn4 Cr4 C24 N24,Li6 Mn4 Cr4 C24 N24,0.0028601699999999397,Li,Cr,Mn,6.0
526,Li6 V4 Cr4 C24 N24,Li6 V4 Cr4 C24 N24,0.0028601699999999397,Li,Cr,V,6.0
527,Mg6 Mn4 Cr4 C24 N24,Mg6 Mn4 Cr4 C24 N24,0.03918191000000015,Mg,Mn,Cr,6.0
528,Sr6 Mn4 V4 C24 N24,Sr6 Mn4 V4 C24 N24,0.005491380000000046,Sr,V,Mn,6.0
529,Na6 Cr4 Co4 C24 N24,Na6 Cr4 Co4 C24 N24,0.12850119249999992,Na,Cr,Co,6.0
530,Mg6 Cr4 Fe4 C24 N24,Mg6 Cr4 Fe4 C24 N24,0.03918191000000015,Mg,Fe,Cr,6.0
531,K6 Mn4 Fe4 C24 N24,K6 Mn4 Fe4 C24 N24,0.11553698000000001,K,Fe,Mn,6.0
532,Na6 Mn4 V4 C24 N24,Na6 Mn4 V4 C24 N24,0.12850119249999992,Na,V,Mn,6.0
533,Na6 V8 C24 N24,Na6 V8 C24 N24,0.12850119249999992,Na,V,V,6.0
534,Ca6 Fe4 Co4 C24 N24,Ca6 Fe4 Co4 C24 N24,0.4185173499999999,Ca,Fe,Co,6.0
535,Li6 Mn4 Co4 C24 N24,Li6 Mn4 Co4 C24 N24,0.0028601699999999397,Li,Co,Mn,6.0
536,Li6 Cu4 Os4 C24 N24,Li6 Cu4 Os4 C24 N24,0.0028601699999999397,Li,Cu,Os,6.0
537,Na6 V4 Os4 C24 N24,Na6 V4 Os4 C24 N24,0.12850119249999992,Na,V,Os,6.0
538,Mg6 Cr4 Co4 C24 N24,Mg6 Cr4 Co4 C24 N24,0.03918191000000015,Mg,Co,Cr,6.0
539,,,,,,,
540,Sr6 V4 Fe4 C24 N24,Sr6 V4 Fe4 C24 N24,0.005491380000000046,Sr,Fe,V,6.0
541,Na6 Mn4 Co4 C24 N24,Na6 Mn4 Co4 C24 N24,0.12850119249999992,Na,Co,Mn,6.0
542,Ca6 Zn4 Co4 C24 N24,Ca6 Zn4 Co4 C24 N24,0.4185173499999999,Ca,Zn,Co,6.0
543,Sr6 V4 Zn4 C24 N24,Sr6 V4 Zn4 C24 N24,0.005491380000000046,Sr,Zn,V,6.0
544,Li6 Co4 Ni4 C24 N24,Li6 Co4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Co,6.0
545,Mg6 Mn8 C24 N24,Mg6 Mn8 C24 N24,0.03918191000000015,Mg,Mn,Mn,6.0
546,Sr6 Cr4 Co4 C24 N24,Sr6 Cr4 Co4 C24 N24,0.005491380000000046,Sr,Cr,Co,6.0
547,K6 Mn4 V4 C24 N24,K6 Mn4 V4 C24 N24,0.11553698000000001,K,V,Mn,6.0
548,Ca6 Mn4 Os4 C24 N24,Ca6 Mn4 Os4 C24 N24,0.4185173499999999,Ca,Mn,Os,6.0
549,K6 Mn4 Cr4 C24 N24,K6 Mn4 Cr4 C24 N24,0.11553698000000001,K,Cr,Mn,6.0
550,Na6 Mn4 V4 C24 N24,Na6 Mn4 V4 C24 N24,0.12850119249999992,Na,Mn,V,6.0
551,Li6 Zn4 Co4 C24 N24,Li6 Zn4 Co4 C24 N24,0.0028601699999999397,Li,Zn,Co,6.0
552,,,,,,,
553,Sr6 V4 Cr4 C24 N24,Sr6 V4 Cr4 C24 N24,0.005491380000000046,Sr,Cr,V,6.0
554,,,,,,,
555,Sr6 Zn4 Os4 C24 N24,Sr6 Zn4 Os4 C24 N24,0.005491380000000046,Sr,Zn,Os,6.0
556,,,,,,,
557,Ca6 Mn8 C24 N24,Ca6 Mn8 C24 N24,0.4185173499999999,Ca,Mn,Mn,6.0
558,K6 Cr4 Cu4 C24 N24,K6 Cr4 Cu4 C24 N24,0.11553698000000001,K,Cu,Cr,6.0
559,,,,,,,
560,K6 Mn4 V4 C24 N24,K6 Mn4 V4 C24 N24,0.11553698000000001,K,Mn,V,6.0
561,Ca6 Mn4 Fe4 C24 N24,Ca6 Mn4 Fe4 C24 N24,0.4185173499999999,Ca,Fe,Mn,6.0
562,,,,,,,
563,Sr6 Zn4 Fe4 C24 N24,Sr6 Zn4 Fe4 C24 N24,0.005491380000000046,Sr,Zn,Fe,6.0
564,Ca6 Zn4 Cr4 C24 N24,Ca6 Zn4 Cr4 C24 N24,0.4185173499999999,Ca,Zn,Cr,6.0
565,Na6 Co4 Ni4 C24 N24,Na6 Co4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Co,6.0
566,Sr6 V4 Co4 C24 N24,Sr6 V4 Co4 C24 N24,0.005491380000000046,Sr,Co,V,6.0
567,,,,,,,
568,Mg6 Mn4 Zn4 C24 N24,Mg6 Mn4 Zn4 C24 N24,0.03918191000000015,Mg,Zn,Mn,6.0
569,Sr6 V4 Fe4 C24 N24,Sr6 V4 Fe4 C24 N24,0.005491380000000046,Sr,V,Fe,6.0
570,K6 V8 C24 N24,K6 V8 C24 N24,0.11553698000000001,K,V,V,6.0
571,,,,,,,
572,Ca6 V4 Zn4 C24 N24,Ca6 V4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,V,6.0
573,,,,,,,
574,Li6 Mn4 Cr4 C24 N24,Li6 Mn4 Cr4 C24 N24,0.0028601699999999397,Li,Mn,Cr,6.0
575,,,,,,,
576,Sr6 Mn4 V4 C24 N24,Sr6 Mn4 V4 C24 N24,0.005491380000000046,Sr,Mn,V,6.0
577,Ca6 V4 Fe4 C24 N24,Ca6 V4 Fe4 C24 N24,0.4185173499999999,Ca,Fe,V,6.0
578,,,,,,,
579,Sr6 V4 Cr4 C24 N24,Sr6 V4 Cr4 C24 N24,0.005491380000000046,Sr,V,Cr,6.0
580,K6 V4 Cr4 C24 N24,K6 V4 Cr4 C24 N24,0.11553698000000001,K,Cr,V,6.0
581,Ca6 Co4 Cu4 C24 N24,Ca6 Co4 Cu4 C24 N24,0.4185173499999999,Ca,Cu,Co,6.0
582,Li6 Mn4 Co4 C24 N24,Li6 Mn4 Co4 C24 N24,0.0028601699999999397,Li,Mn,Co,6.0
583,Ca6 Zn4 Os4 C24 N24,Ca6 Zn4 Os4 C24 N24,0.4185173499999999,Ca,Zn,Os,6.0
584,Mg6 Mn4 V4 C24 N24,Mg6 Mn4 V4 C24 N24,0.03918191000000015,Mg,V,Mn,6.0
585,,,,,,,
586,Li6 Fe4 Ni4 C24 N24,Li6 Fe4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Fe,6.0
